pmid,start,end,set,mention,concept
9072974,530,551,dev,primary glioblastomas,glioblastoma
9072974,770,775,dev,tumor,neoplasms
9072974,846,851,dev,tumor,neoplasms
9072974,870,880,dev,metastasis,neoplasm metastasis
9083764,17,59,dev,schwartz-jampel chondrodystrophic myotonia,osteochondrodysplasias
9083764,65,89,dev,schwartz-jampel syndrome,osteochondrodysplasias
9083764,91,94,dev,schwartz-jampel syndrome,osteochondrodysplasias
9083764,96,122,dev,chondrodystrophic myotonia,osteochondrodysplasias
9083764,143,174,dev,recessively inherited condition,"genetic diseases, inborn"
9083764,186,194,dev,myotonia,myotonia
9083764,196,209,dev,short stature,growth disorders
9083764,215,229,dev,bone dysplasia,"bone diseases, developmental"
9083764,255,258,dev,schwartz-jampel syndrome,osteochondrodysplasias
9083764,560,563,dev,schwartz-jampel syndrome,osteochondrodysplasias
9083764,724,732,dev,myotonia,myotonia
9083764,789,803,dev,bone dysplasia,"bone diseases, developmental"
9083764,809,817,dev,myotonia,myotonia
9083764,985,997,dev,schwartz-jampel syndrome   type 1a,osteochondrodysplasias
9083764,1046,1060,dev,bone dysplasia,"bone diseases, developmental"
9083764,1215,1229,dev,bone dysplasia,"bone diseases, developmental"
9083764,1241,1257,dev,kniest dysplasia,kniest dysplasia
9083764,1319,1333,dev,bone dysplasia,"bone diseases, developmental"
9083764,1345,1357,dev,pyle disease,pyle disease
9083764,1416,1426,dev,schwartz-jampel syndrome type 2,stuve-wiedemann syndrome
9083764,1495,1498,dev,schwartz-jampel syndrome,osteochondrodysplasias
9083764,1651,1654,dev,schwartz-jampel syndrome,osteochondrodysplasias
9083764,1706,1709,dev,schwartz-jampel syndrome,osteochondrodysplasias
9090524,132,145,dev,kidney cancer,kidney neoplasms
9090524,147,159,dev,wilms tumour,wilms tumor
9090524,161,163,dev,wilms tumor,wilms tumor
9090524,297,319,dev,sporadic wilms tumours,wilms tumor
9090524,378,398,dev,denys-drash syndrome,denys-drash syndrome
9090524,400,417,dev,renal nephropathy,kidney diseases
9090524,419,434,dev,gonadal anomaly,gonadal dysgenesis
9090524,436,456,dev,predisposition to wt,genetic predisposition to disease
9090524,546,576,dev,juvenile granulosa cell tumour,granulosa cell tumor
9090524,578,611,dev,non-asbestos related mesothelioma,mesothelioma
9090524,613,649,dev,desmoplastic small round cell tumour,desmoplastic small round cell tumor
9090524,670,692,dev,acute myeloid leukemia,"leukemia, myeloid, acute"
9122265,14,51,dev,autosomal dominant myotonia congenita,"myotonia congenita, autosomal dominant"
9122265,108,145,dev,autosomal dominant myotonia congenita,"myotonia congenita, autosomal dominant"
9122265,152,189,dev,inherited disorder of skeletal muscle,"muscular diseases|genetic diseases, inborn"
9138149,55,63,dev,aniridia,aniridia
9138149,121,129,dev,aniridia,aniridia
9138149,277,285,dev,aniridia,aniridia
9144439,95,130,dev,insulin-dependent diabetes mellitus,"diabetes mellitus, type 1"
9144439,246,281,dev,insulin-dependent diabetes mellitus,"diabetes mellitus, type 1"
9144439,422,426,dev,insulin-dependent diabetes mellitus,"diabetes mellitus, type 1"
9144439,465,469,dev,insulin-dependent diabetes mellitus,"diabetes mellitus, type 1"
9144439,610,614,dev,insulin-dependent diabetes mellitus,"diabetes mellitus, type 1"
9144439,651,655,dev,insulin-dependent diabetes mellitus,"diabetes mellitus, type 1"
9144439,720,724,dev,insulin-dependent diabetes mellitus,"diabetes mellitus, type 1"
9144439,944,948,dev,insulin-dependent diabetes mellitus,"diabetes mellitus, type 1"
9144439,1108,1112,dev,insulin-dependent diabetes mellitus,"diabetes mellitus, type 1"
9144525,337,381,dev,deficiency of terminal complement components,immunologic deficiency syndromes
9144525,421,441,dev,neisseria infections,neisseriaceae infections
9144525,495,518,dev,inherited c9 deficiency,complement component 9 deficiency
9144525,553,566,dev,c9 deficiency,complement component 9 deficiency
9144525,658,671,dev,c9 deficiency,complement component 9 deficiency
9144525,989,1002,dev,c9 deficiency,complement component 9 deficiency
9145677,69,82,dev,breast cancer,breast neoplasms
9145677,196,209,dev,breast cancer,breast neoplasms
9145677,503,516,dev,breast cancer,breast neoplasms
9145677,708,721,dev,breast cancer,breast neoplasms
9145677,779,792,dev,breast cancer,breast neoplasms
9145677,801,815,dev,ovarian cancer,ovarian neoplasms
9145677,908,933,dev,breast and ovarian cancer,breast neoplasms|ovarian neoplasms
9145677,1014,1027,dev,breast cancer,breast neoplasms
9145677,1045,1059,dev,ovarian cancer,ovarian neoplasms
9145677,1077,1102,dev,breast and ovarian cancer,breast neoplasms|ovarian neoplasms
9145677,1285,1298,dev,breast cancer,breast neoplasms
9145677,1316,1330,dev,breast cancers,breast neoplasms
9145677,1460,1474,dev,ovarian cancer,ovarian neoplasms
9145677,1518,1531,dev,breast cancer,breast neoplasms
9174057,53,70,dev,pancreatic cancer,pancreatic neoplasms
9174057,252,264,dev,solid tumors,neoplasms
9174057,282,299,dev,pancreatic cancer,pancreatic neoplasms
9174057,423,434,dev,tumor types,neoplasms
9174057,547,564,dev,pancreatic tumors,pancreatic neoplasms
9174057,624,641,dev,pancreatic tumors,pancreatic neoplasms
9174057,667,673,dev,tumors,neoplasms
9174057,786,803,dev,pancreatic tumors,pancreatic neoplasms
9174057,861,878,dev,pancreatic cancer,pancreatic neoplasms
9174057,902,909,dev,cancers,neoplasms
9182899,37,50,dev,c9 deficiency,complement component 9 deficiency
9182899,101,113,dev,c9-deficient,complement component 9 deficiency
9182899,688,701,dev,c9 deficiency,complement component 9 deficiency
9182899,959,984,dev,complete deficiency of c9,complement component 9 deficiency
9182899,1064,1077,dev,c9 deficiency,complement component 9 deficiency
9195227,31,56,dev,breast and ovarian cancer,hereditary breast and ovarian cancer syndrome
9195227,149,177,dev,breast and/or ovarian cancer,hereditary breast and ovarian cancer syndrome
9195227,182,188,dev,tumour,neoplasms
9195227,201,218,dev,breast carcinomas,breast neoplasms
9195227,329,335,dev,cancer,neoplasms
9195227,630,636,dev,cancer,neoplasms
9195227,681,694,dev,breast cancer,breast neoplasms
9195227,914,921,dev,tumours,neoplasms
9195227,1067,1111,dev,estrogen receptor-positive breast carcinomas,breast neoplasms
9218625,19,32,dev,c7 deficiency,complement component 7 deficiency
9218625,82,95,dev,c7 deficiency,complement component 7 deficiency
9218625,645,657,dev,c7-deficient,complement component 7 deficiency
9222760,27,60,dev,classical and duarte galactosemia,galactosemias
9222760,124,146,dev,classical galactosemia,galactosemias
9222760,530,563,dev,classical and duarte galactosemia,galactosemias
9222760,616,638,dev,classical galactosemia,galactosemias
9222760,809,821,dev,galactosemia,galactosemias
9222760,920,932,dev,galactosemia,galactosemias
9222760,1132,1144,dev,galactosemia,galactosemias
9222760,1204,1216,dev,galactosemia,galactosemias
9223307,56,77,dev,ataxia-telangiectasia,ataxia telangiectasia
9223307,126,142,dev,genetic disorder,"genetic diseases, inborn"
9223307,143,164,dev,ataxia-telangiectasia,ataxia telangiectasia
9223307,166,169,dev,a-t,ataxia telangiectasia
9223307,587,590,dev,a-t,ataxia telangiectasia
9223307,659,662,dev,a-t,ataxia telangiectasia
9223307,973,976,dev,a-t,ataxia telangiectasia
9223312,116,141,dev,alveolar rhabdomyosarcoma,"rhabdomyosarcoma, alveolar"
9223312,184,214,dev,hematopoietic and solid tumors,hematologic neoplasms
9223312,344,355,dev,solid tumor,neoplasms
9223312,356,381,dev,alveolar rhabdomyosarcoma,"rhabdomyosarcoma, alveolar"
9223312,1026,1051,dev,alveolar rhabdomyosarcoma,"rhabdomyosarcoma, alveolar"
9241281,94,118,dev,acute radiation toxicity,acute radiation syndrome
9241281,161,187,dev,cancer-associated diseases,neoplasms
9241281,188,209,dev,ataxia-telangiectasia,ataxia telangiectasia
9241281,214,234,dev,li-fraumeni syndrome,li-fraumeni syndrome
9241281,507,523,dev,t-cell lymphomas,"lymphoma, t-cell"
9241281,848,854,dev,tumour,neoplasms
9241281,1366,1390,dev,acute radiation toxicity,acute radiation syndrome
9241281,1529,1536,dev,tumours,neoplasms
9241282,38,56,dev,myotonic dystrophy,myotonic dystrophy
9241282,92,110,dev,myotonic dystrophy,myotonic dystrophy
9241282,115,135,dev,dystrophia myotonica,myotonic dystrophy
9241282,137,139,dev,myotonic dystrophy,myotonic dystrophy
9241282,148,187,dev,autosomal dominant multisystem disorder,"genetic diseases, inborn"
9241282,351,353,dev,myotonic dystrophy,myotonic dystrophy
9241282,486,507,dev,neuromuscular disease,neuromuscular diseases
9241282,1006,1008,dev,myotonic dystrophy,myotonic dystrophy
9241282,1470,1472,dev,myotonic dystrophy,myotonic dystrophy
9245987,73,87,dev,retinoblastoma,retinoblastoma
9245987,206,220,dev,retinoblastoma,retinoblastoma
9271438,4,27,dev,von hippel-lindau tumor,von hippel-lindau disease
9271438,140,163,dev,von hippel-lindau tumor,von hippel-lindau disease
9271438,229,260,dev,clear-cell renal cell carcinoma,clear-cell metastatic renal cell carcinoma
9271438,262,265,dev,"carcinoma, renal cell","carcinoma, renal cell"
9271438,309,363,dev,von hippel-lindau disease-associated and sporadic rccs,von hippel-lindau disease
9271438,458,510,dev,rcc- and von hippel-lindau disease-associated tumors,von hippel-lindau disease
9271438,756,759,dev,"carcinoma, renal cell","carcinoma, renal cell"
9271438,1474,1477,dev,"carcinoma, renal cell","carcinoma, renal cell"
9271438,1831,1856,dev,von hippel-lindau disease,von hippel-lindau disease
9271438,1861,1864,dev,"carcinoma, renal cell","carcinoma, renal cell"
9272171,0,39,dev,adult onset globoid cell leukodystrophy,"leukodystrophy, globoid cell"
9272171,41,55,dev,krabbe disease,"leukodystrophy, globoid cell"
9272171,201,240,dev,adult onset globoid cell leukodystrophy,"leukodystrophy, globoid cell"
9272171,242,256,dev,krabbe disease,"leukodystrophy, globoid cell"
9272171,258,264,dev,adult onset globoid cell leukodystrophy,"leukodystrophy, globoid cell"
9272171,495,513,dev,spastic paraplegia,paraplegia
9272171,573,597,dev,diminished galactosylceramidase activity,galactocerebrosidase deficiency
9272171,1105,1129,dev,diminished galactosylceramidase activity,galactocerebrosidase deficiency
9272171,1476,1482,dev,adult onset globoid cell leukodystrophy,"leukodystrophy, globoid cell"
9272171,1674,1680,dev,infantile form globoid cell leukodystrophy,"leukodystrophy, globoid cell"
9272171,1779,1782,dev,globoid cell leukodystrophy,"leukodystrophy, globoid cell"
9288106,40,61,test,ataxia-telangiectasia,ataxia telangiectasia
9288106,72,97,test,sporadic t-cell leukaemia,"leukemia, t-cell"
9288106,99,120,test,ataxia-telangiectasia,ataxia telangiectasia
9288106,122,125,test,a-t,ataxia telangiectasia
9288106,132,163,test,recessive multi-system disorder,"genetic diseases, inborn"
9288106,235,241,test,cancer,neoplasms
9288106,254,273,test,lymphoid neoplasias,lymphoma
9288106,304,307,test,a-t,ataxia telangiectasia
9288106,389,395,test,tumour,neoplasms
9288106,419,459,test,sporadic t-cell prolymphocytic leukaemia,"leukemia, prolymphocytic, t-cell"
9288106,461,466,test,t-cell prolymphocytic leukaemia,"leukemia, prolymphocytic, t-cell"
9288106,476,493,test,clonal malignancy,"leukemia, lymphoid"
9288106,517,540,test,mature t-cell leukaemia,"leukemia, t-cell"
9288106,549,552,test,a-t,ataxia telangiectasia
9288106,606,611,test,t-cell prolymphocytic leukaemia,"leukemia, prolymphocytic, t-cell"
9288106,663,666,test,a-t,ataxia telangiectasia
9288106,713,722,test,leukaemia,leukemia
9288106,1030,1035,test,t-cell prolymphocytic leukaemia,"leukemia, prolymphocytic, t-cell"
9288106,1070,1073,test,a-t,ataxia telangiectasia
9288106,1160,1166,test,tumour,neoplasms
9288106,1212,1221,test,leukaemia,leukemia
9288106,1279,1285,test,tumour,neoplasms
9288106,1309,1338,test,b-cell non-hodgkins lymphomas,"lymphoma, b-cell"
9288106,1340,1345,test,b-cell non-hodgkin's lymphomas,"lymphoma, b-cell"
9288106,1353,1358,test,b-cell non-hodgkin's lymphomas,"lymphoma, b-cell"
9288106,1517,1524,test,tumours,neoplasms
9288106,1594,1608,test,sporadic t-cell prolymphocytic leukaemia,"leukemia, prolymphocytic, t-cell"
9288106,1641,1647,test,tumour,neoplasms
9288106,1741,1746,test,t-cell prolymphocytic leukaemia,"leukemia, prolymphocytic, t-cell"
9294109,0,18,test,myotonic dystrophy,myotonic dystrophy
9294109,114,132,test,myotonic dystrophy,myotonic dystrophy
9294109,134,136,test,dystrophia myotonica,myotonic dystrophy
9294109,158,175,test,muscular disorder,muscular diseases
9294109,262,264,test,dystrophia myotonica,myotonic dystrophy
9311732,60,85,test,unilateral retinoblastoma,retinoblastoma
9311732,118,143,test,unilateral retinoblastoma,retinoblastoma
9311732,145,150,test,tumor,neoplasms
9311732,278,292,test,retinoblastoma,retinoblastoma
9311732,429,454,test,unilateral retinoblastoma,retinoblastoma
9311732,503,508,test,tumor,neoplasms
9311732,533,539,test,tumors,neoplasms
9311732,742,748,test,tumors,neoplasms
9311732,894,900,test,tumors,neoplasms
9311732,928,934,test,tumors,neoplasms
9311732,997,1003,test,tumors,neoplasms
9311732,1093,1099,test,tumors,neoplasms
9311732,1792,1798,test,tumors,neoplasms
9311732,1829,1853,test,bilateral retinoblastoma,retinoblastoma
9311732,1939,1953,test,retinoblastoma,retinoblastoma
9336417,18,40,test,ankylosing spondylitis,"spondylitis, ankylosing"
9336417,199,221,test,ankylosing spondylitis,"spondylitis, ankylosing"
9336417,223,225,test,ankylosing spondylitis,"spondylitis, ankylosing"
9336417,248,250,test,ankylosing spondylitis,"spondylitis, ankylosing"
9336417,304,322,test,rheumatic diseases,rheumatic diseases
9336417,808,810,test,ankylosing spondylitis,"spondylitis, ankylosing"
9336417,1512,1514,test,ankylosing spondylitis,"spondylitis, ankylosing"
9336417,1693,1695,test,ankylosing spondylitis,"spondylitis, ankylosing"
9342365,163,188,test,breast and ovarian cancer,hereditary breast and ovarian cancer syndrome
9342365,241,246,test,tumor,neoplasms
9342365,1403,1408,test,tumor,neoplasms
9358014,95,121,test,hereditary hemochromatosis,hemochromatosis
9358014,123,125,test,hereditary hemochromatosis,hemochromatosis
9358014,798,800,test,hereditary hemochromatosis,hemochromatosis
9358014,945,947,test,hereditary hemochromatosis,hemochromatosis
9358014,1048,1054,test,cancer,neoplasms
9360520,0,54,test,autosomal dominant neurohypophyseal diabetes insipidus,"diabetes insipidus, neurohypophyseal"
9360520,131,185,test,autosomal dominant neurohypophyseal diabetes insipidus,"diabetes insipidus, neurohypophyseal"
9360520,187,192,test,autosomal dominant neurohypophyseal diabetes insipidus,"diabetes insipidus, neurohypophyseal"
9360520,200,217,test,inherited disease,"genetic diseases, inborn"
9360520,453,471,test,diabetes insipidus,diabetes insipidus
9360520,587,592,test,autosomal dominant neurohypophyseal diabetes insipidus,"diabetes insipidus, neurohypophyseal"
9360520,1176,1214,test,dominantly inherited neurodegeneration,"heredodegenerative disorders, nervous system"
9371490,47,62,test,prostate cancer,prostatic neoplasms
9371490,64,91,test,sporadic prostate carcinoma,prostatic neoplasms
9371490,111,122,test,male cancer,"genital neoplasms, male"
9371490,230,236,test,cancer,neoplasms
9371490,378,402,test,sporadic prostate cancer,prostatic neoplasms
9371490,526,531,test,tumor,neoplasms
9371490,667,682,test,prostate cancer,prostatic neoplasms
9371490,710,725,test,prostate tumors,prostatic neoplasms
9371490,1065,1071,test,tumors,neoplasms
9371490,1140,1164,test,sporadic prostate cancer,prostatic neoplasms
9382108,41,59,test,huntington disease,huntington disease
9382108,94,112,test,huntington disease,huntington disease
9382108,114,116,test,huntington disease,huntington disease
9382108,232,234,test,huntington disease,huntington disease
9382108,426,428,test,huntington disease,huntington disease
9385378,96,121,test,mucopolysaccharidosis iva,mucopolysaccharidosis iv
9385378,123,148,test,mucopolysaccharidosis iva,mucopolysaccharidosis iv
9385378,150,157,test,mucopolysaccharidosis iva,mucopolysaccharidosis iv
9385378,165,211,test,autosomal recessive lysosomal storage disorder,lysosomal storage diseases
9385378,224,238,test,genetic defect,"genetic diseases, inborn"
9385378,498,505,test,mucopolysaccharidosis iva,mucopolysaccharidosis iv
9385378,772,779,test,mucopolysaccharidosis iva,mucopolysaccharidosis iv
9391879,55,76,test,breast/ovarian cancer,hereditary breast and ovarian cancer syndrome
9391879,127,148,test,breast/ovarian cancer,hereditary breast and ovarian cancer syndrome
9391879,247,260,test,breast cancer,breast neoplasms
9391879,281,302,test,breast-ovarian cancer,hereditary breast and ovarian cancer syndrome
9391879,835,856,test,breast/ovarian cancer,hereditary breast and ovarian cancer syndrome
9391889,25,54,test,congenital myotonic dystrophy,myotonic dystrophy
9391889,104,133,test,congenital myotonic dystrophy,myotonic dystrophy
9391889,135,137,test,dystrophia myotonica,myotonic dystrophy
9391889,170,187,test,mentally retarded,intellectual disability
9391889,212,229,test,muscular weakness,muscle weakness
