pmid,start,end,mention,set,concept,code
18997632,200,207,seizure,dev,seizures,seizures
18997632,269,276,seizure,dev,seizures,seizures
18997632,398,416,ventricular ectopy,dev,ventricular premature complexes,ventricular premature complexes
18997632,468,483,cardiac disease,dev,heart diseases,heart diseases
18997632,487,497,arrhythmia,dev,"arrhythmias, cardiac","arrhythmias, cardiac"
18997632,551,574,ventricular tachycardia,dev,"tachycardia, ventricular","tachycardia, ventricular"
18997632,742,765,ventricular arrhythmias,dev,"arrhythmias, cardiac","arrhythmias, cardiac"
18997632,79,86,seizure,dev,seizures,seizures
19020118,1146,1159,renal failure,test,renal insufficiency,renal insufficiency
19020118,1353,1375,myocardial infarctions,test,myocardial infarction,myocardial infarction
19020118,1380,1397,renal dysfunction,test,kidney diseases,kidney diseases
19020118,860,868,seizures,test,seizures,seizures
19037603,1279,1302,abnormal liver function,train,drug-induced liver injury,drug-induced liver injury
19037603,303,324,rheumatologic disease,train,rheumatic diseases,rheumatic diseases
19037603,391,413,rheumatologic diseases,train,rheumatic diseases,rheumatic diseases
19037603,542,553,hepatitis b,train,hepatitis b,hepatitis b
19037603,74,97,rheumatologic disorders,train,rheumatic diseases,rheumatic diseases
1905439,0,8,delirium,test,delirium,delirium
1905439,204,212,headache,test,headache,headache
1905439,515,523,delirium,test,delirium,delirium
1905439,714,722,delirium,test,delirium,delirium
19058010,1292,1313,myocardial infarction,train,myocardial infarction,myocardial infarction
19058010,347,368,myocardial infarction,train,myocardial infarction,myocardial infarction
19058010,71,92,myocardial infarction,train,myocardial infarction,myocardial infarction
19058474,153,164,haemorrhage,dev,hemorrhage,hemorrhage
19058474,27,55,gastrointestinal haemorrhage,dev,gastrointestinal hemorrhage,gastrointestinal hemorrhage
19058474,6,22,haemopericardium,dev,pericardial effusion,pericardial effusion
19105845,1030,1041,convulsions,dev,seizures,seizures
19105845,1056,1067,convulsions,dev,seizures,seizures
19105845,1188,1199,convulsions,dev,seizures,seizures
19105845,1468,1479,convulsions,dev,seizures,seizures
19105845,1622,1633,convulsions,dev,seizures,seizures
19105845,1774,1784,convulsive,dev,seizures,seizures
19105845,1819,1830,convulsions,dev,seizures,seizures
19105845,214,222,seizures,dev,seizures,seizures
19105845,466,476,convulsive,dev,seizures,seizures
19105845,544,555,convulsions,dev,seizures,seizures
19105845,87,95,seizures,dev,seizures,seizures
19108278,1252,1271,cardiac arrhythmias,test,"arrhythmias, cardiac","arrhythmias, cardiac"
19108278,1563,1574,arrhythmias,test,"arrhythmias, cardiac","arrhythmias, cardiac"
19108278,1709,1732,ventricular tachycardia,test,"tachycardia, ventricular","tachycardia, ventricular"
19108278,85,104,cardiac arrhythmias,test,"arrhythmias, cardiac","arrhythmias, cardiac"
19135948,0,25,graft-versus-host disease,dev,graft vs host disease,graft vs host disease
19135948,1030,1049,acute renal failure,dev,acute kidney injury,acute kidney injury
19135948,108,139,sinusoidal obstruction syndrome,dev,hepatic veno-occlusive disease,hepatic veno-occlusive disease
19135948,1137,1168,sinusoidal obstruction syndrome,dev,hepatic veno-occlusive disease,hepatic veno-occlusive disease
19135948,1170,1173,sinusoidal obstruction syndrome,dev,hepatic veno-occlusive disease,hepatic veno-occlusive disease
19135948,1374,1378,graft vs host disease,dev,graft vs host disease,graft vs host disease
19135948,1397,1400,transplantation-associated microangiopathy,dev,vascular diseases,vascular diseases
19135948,1405,1408,sinusoidal obstruction syndrome,dev,hepatic veno-occlusive disease,hepatic veno-occlusive disease
19135948,144,159,microangiopathy,dev,vascular diseases,vascular diseases
19135948,272,297,graft-versus-host disease,dev,graft vs host disease,graft vs host disease
19135948,299,303,graft vs host disease,dev,graft vs host disease,graft vs host disease
19135948,554,578,myelodysplastic syndrome,dev,myelodysplastic syndromes,myelodysplastic syndromes
19135948,580,583,myelodysplastic syndromes,dev,myelodysplastic syndromes,myelodysplastic syndromes
19135948,596,618,acute myeloid leukemia,dev,"leukemia, myeloid, acute","leukemia, myeloid, acute"
19135948,620,623,acute myeloid leukemia,dev,"leukemia, myeloid, acute","leukemia, myeloid, acute"
19135948,798,807,mucositis,dev,mucositis,mucositis
19135948,857,861,graft vs host disease,dev,graft vs host disease,graft vs host disease
19135948,929,933,graft vs host disease,dev,graft vs host disease,graft vs host disease
19135948,935,977,transplantation-associated microangiopathy,dev,vascular diseases,vascular diseases
19135948,979,982,transplantation-associated microangiopathy,dev,vascular diseases,vascular diseases
19139001,150,169,colorectal adenomas,dev,colorectal neoplasms,colorectal neoplasms
19139001,1762,1774,hearing loss,dev,hearing loss,hearing loss
19139001,1843,1854,ototoxicity,dev,hearing disorders,hearing disorders
19139001,225,243,adenomatous polyps,dev,adenomatous polyps,adenomatous polyps
19139001,355,367,hearing loss,dev,hearing loss,hearing loss
19139001,379,387,toxicity,dev,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
19139825,100,123,glioblastoma multiforme,test,glioblastoma,glioblastoma
19139825,1100,1103,glioblastoma multiforme,test,glioblastoma,glioblastoma
19139825,125,128,glioblastoma multiforme,test,glioblastoma,glioblastoma
19139825,261,267,glioma,test,glioma,glioma
19139825,504,507,glioblastoma multiforme,test,glioblastoma,glioblastoma
19139825,544,554,toxicities,test,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
19139825,59,71,glioblastoma,test,glioblastoma,glioblastoma
19139825,591,601,toxicities,test,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
19139825,639,650,lymphopenia,test,lymphopenia,lymphopenia
19139825,655,666,neutropenia,test,neutropenia,neutropenia
19154241,295,308,hypercalcemia,test,hypercalcemia,hypercalcemia
19154241,363,390,primary hyperparathyroidism,test,"hyperparathyroidism, primary","hyperparathyroidism, primary"
19154241,37,56,hyperparathyroidism,test,hyperparathyroidism,hyperparathyroidism
19154241,622,635,hypercalcemic,test,hypercalcemia,hypercalcemia
19178808,1140,1151,hypotension,test,hypotension,hypotension
19178808,1288,1299,hypotension,test,hypotension,hypotension
19178808,209,217,bleeding,test,hemorrhage,hemorrhage
19178808,423,434,hypotension,test,hypotension,hypotension
19178808,628,639,hypotension,test,hypotension,hypotension
19178808,759,769,hemorrhage,test,hemorrhage,hemorrhage
19178808,891,902,hypotension,test,hypotension,hypotension
19184102,0,32,nonalcoholic fatty liver disease,test,non-alcoholic fatty liver disease,non-alcoholic fatty liver disease
19184102,127,135,epilepsy,test,epilepsy,epilepsy
19184102,220,252,nonalcoholic fatty liver disease,test,non-alcoholic fatty liver disease,non-alcoholic fatty liver disease
19184102,254,259,non-alcoholic fatty liver disease,test,non-alcoholic fatty liver disease,non-alcoholic fatty liver disease
19184102,294,301,obesity,test,obesity,obesity
19184102,349,365,hyperinsulinemia,test,hyperinsulinism,hyperinsulinism
19184102,371,389,insulin resistance,test,insulin resistance,insulin resistance
19184102,461,472,weight loss,test,weight loss,weight loss
19184102,660,667,obesity,test,obesity,obesity
19184102,669,685,hyperinsulinemia,test,hyperinsulinism,hyperinsulinism
19184102,687,705,insulin resistance,test,insulin resistance,insulin resistance
19184102,786,791,non-alcoholic fatty liver disease,test,non-alcoholic fatty liver disease,non-alcoholic fatty liver disease
1919871,102,126,renal papillary necrosis,train,kidney papillary necrosis,kidney papillary necrosis
1919871,1248,1251,renal papillary necrosis,train,kidney papillary necrosis,kidney papillary necrosis
1919871,128,131,renal papillary necrosis,train,kidney papillary necrosis,kidney papillary necrosis
1919871,76,87,nephropathy,train,kidney diseases,kidney diseases
19203554,1017,1033,pleural effusion,dev,pleural effusion,pleural effusion
19203554,1081,1097,pleural effusion,dev,pleural effusion,pleural effusion
19203554,1237,1255,glomerulonephritis,dev,glomerulonephritis,glomerulonephritis
19203554,168,186,ulcerative colitis,dev,"colitis, ulcerative","colitis, ulcerative"
19203554,197,205,red eyes,dev,eye diseases,eye diseases
19203554,207,223,pleural effusion,dev,pleural effusion,pleural effusion
19203554,225,237,eosinophilia,dev,eosinophilia,eosinophilia
19203554,242,263,urinary abnormalities,dev,urinary bladder diseases,urinary bladder diseases
19203554,355,395,segmental necrotizing glomerulonephritis,dev,"glomerulosclerosis, focal segmental","glomerulosclerosis, focal segmental"
19203554,665,682,pleural effusions,dev,pleural effusion,pleural effusion
19203554,796,801,fever,dev,fever,fever
19203554,803,811,red eyes,dev,eye diseases,eye diseases
19203554,81,99,glomerulonephritis,dev,glomerulonephritis,glomerulonephritis
19203554,813,823,chest pain,dev,chest pain,chest pain
19203554,871,888,pleural effusions,dev,pleural effusion,pleural effusion
19211690,1190,1210,glomerular sclerosis,train,kidney diseases,kidney diseases
19211690,1325,1337,renal injury,train,kidney diseases,kidney diseases
19211690,1453,1465,hypertension,train,hypertension,hypertension
19211690,1470,1482,renal injury,train,kidney diseases,kidney diseases
19211690,23,35,hypertension,train,hypertension,hypertension
19211690,688,700,renal injury,train,kidney diseases,kidney diseases
19234905,1145,1157,parkinsonian,dev,parkinson disease,parkinson disease
19234905,1487,1509,homonymous hemianopsia,dev,hemianopsia,hemianopsia
19234905,1813,1815,parkinson's disease,dev,parkinson disease,parkinson disease
19234905,254,284,idiopathic parkinson's disease,dev,parkinson disease,parkinson disease
19234905,286,288,parkinson's disease,dev,parkinson disease,parkinson disease
19234905,598,609,dyskinesias,dev,"dyskinesia, drug-induced","dyskinesia, drug-induced"
19234905,77,107,idiopathic parkinson's disease,dev,parkinson disease,parkinson disease
19234905,875,894,parkinson's disease,dev,parkinson disease,parkinson disease
19263707,155,170,hyperthyroidism,test,hyperthyroidism,hyperthyroidism
19263707,20,44,antineutrophil cytoplasmic antibody positive vasculitis,test,anti-neutrophil cytoplasmic antibody-associated vasculitis,anti-neutrophil cytoplasmic antibody-associated vasculitis
19263707,240,305,antineutrophil cytoplasmic antibody associated vasculitis,test,anti-neutrophil cytoplasmic antibody-associated vasculitis,anti-neutrophil cytoplasmic antibody-associated vasculitis
19263707,407,422,graves' disease,test,graves disease,graves disease
19263707,471,481,vasculitis,test,vasculitis,vasculitis
19263707,518,528,vasculitic,test,vasculitis,vasculitis
19263707,529,538,skin rash,test,exanthema,exanthema
19263707,567,576,arthritis,test,arthritis,arthritis
19263707,578,585,pyrexia,test,fever,fever
19263707,590,601,parotiditis,test,parotitis,parotitis
19263707,781,789,myositis,test,myositis,myositis
19263707,972,982,vasculitis,test,vasculitis,vasculitis
19269743,1055,1059,pain,train,pain,pain
19269743,121,125,pain,train,pain,pain
19269743,1224,1228,pain,train,pain,pain
19269743,161,165,pain,train,pain,pain
19269743,1618,1622,pain,train,pain,pain
19269743,210,214,pain,train,pain,pain
19269743,320,324,pain,train,pain,pain
19269743,367,371,pain,train,pain,pain
19269743,611,615,pain,train,pain,pain
19269743,801,806,pains,train,pain,pain
19269743,84,88,pain,train,pain,pain
19269743,962,966,pain,train,pain,pain
19274460,1036,1081,hematological and gastrointestinal toxicities,dev,hematologic diseases|gastrointestinal diseases,hematologic diseases|gastrointestinal diseases
19274460,1093,1103,neuropathy,dev,nervous system diseases,nervous system diseases
19274460,1281,1283,multiple myeloma,dev,multiple myeloma,multiple myeloma
19274460,166,173,myeloma,dev,multiple myeloma,multiple myeloma
19274460,406,422,multiple myeloma,dev,multiple myeloma,multiple myeloma
19274460,424,426,multiple myeloma,dev,multiple myeloma,multiple myeloma
1928887,21,32,hypotension,dev,hypotension,hypotension
1928887,267,278,hypotensive,dev,hypotension,hypotension
1928887,346,354,overdose,dev,drug overdose,drug overdose
1928887,377,388,hypotension,dev,hypotension,hypotension
1928887,50,58,overdose,dev,drug overdose,drug overdose
1928887,521,532,hypotension,dev,hypotension,hypotension
1928887,631,642,hypotension,dev,hypotension,hypotension
19289093,388,399,hypotensive,dev,hypotension,hypotension
19289093,588,599,hypotension,dev,hypotension,hypotension
19293073,1059,1066,strokes,test,stroke,stroke
19293073,1104,1110,stroke,test,stroke,stroke
19293073,1159,1162,cardiovascular diseases,test,cardiovascular diseases,cardiovascular diseases
19293073,1186,1211,gastrointestinal bleeding,test,gastrointestinal hemorrhage,gastrointestinal hemorrhage
19293073,1215,1234,hemorrhagic strokes,test,intracranial hemorrhages|stroke,intracranial hemorrhages|stroke
19293073,144,166,coronary heart disease,test,coronary disease,coronary disease
19293073,1526,1529,cardiovascular diseases,test,cardiovascular diseases,cardiovascular diseases
19293073,1563,1566,cardiovascular diseases,test,cardiovascular diseases,cardiovascular diseases
19293073,1607,1629,myocardial infarctions,test,myocardial infarction,myocardial infarction
19293073,1667,1674,strokes,test,stroke,stroke
19293073,1708,1711,cardiovascular diseases,test,cardiovascular diseases,cardiovascular diseases
19293073,171,194,cerebrovascular disease,test,cerebrovascular disorders,cerebrovascular disorders
19293073,1840,1848,bleeding,test,hemorrhage,hemorrhage
19293073,1867,1892,gastrointestinal bleeding,test,gastrointestinal hemorrhage,gastrointestinal hemorrhage
19293073,1955,1974,hemorrhagic strokes,test,intracranial hemorrhages|stroke,intracranial hemorrhages|stroke
19293073,2047,2066,hemorrhagic strokes,test,intracranial hemorrhages|stroke,intracranial hemorrhages|stroke
19293073,2189,2192,cardiovascular diseases,test,cardiovascular diseases,cardiovascular diseases
19293073,2497,2518,myocardial infarction,test,myocardial infarction,myocardial infarction
19293073,2530,2537,strokes,test,stroke,stroke
19293073,2591,2599,bleeding,test,hemorrhage,hemorrhage
19293073,398,420,coronary heart disease,test,coronary disease,coronary disease
19293073,515,537,myocardial infarctions,test,myocardial infarction,myocardial infarction
19293073,539,546,strokes,test,stroke,stroke
19293073,936,958,cardiovascular disease,test,cardiovascular diseases,cardiovascular diseases
19293073,960,963,cardiovascular diseases,test,cardiovascular diseases,cardiovascular diseases
19299179,107,119,hiv-infected,train,hiv infections,hiv infections
19299179,153,175,pneumocystis pneumonia,train,"pneumonia, pneumocystis","pneumonia, pneumocystis"
19299179,177,180,pneumocystis pneumonia,train,"pneumonia, pneumocystis","pneumonia, pneumocystis"
